"GEOID","NAME","population_2009","population_margin_2009","population_2010","population_margin_2010","population_2011","population_margin_2011","population_2012","population_margin_2012","population_2013","population_margin_2013","population_2014","population_margin_2014","population_2015","population_margin_2015","population_2016","population_margin_2016","population_2017","population_margin_2017","population_2018","population_margin_2018","population_2019","population_margin_2019","doctors_2009","doctors_2010","doctors_2011","doctors_2012","doctors_2013","doctors_2014","doctors_2015","doctors_2016","doctors_2017","doctors_2018","doctors_2019"
"51179010204","Census Tract 102.04, Stafford County, Virginia",5304,653,6232,727,6775,844,7218,849,7516,856,8256,947,8782,1142,9334,1005,9580,911,10405,1231,10610,1162,0,0,0,0,0,0,0,0,0,0,0
"51179010205","Census Tract 102.05, Stafford County, Virginia",8513,829,7403,1219,7399,1157,7183,1006,7100,1189,7059,999,6950,963,6978,1062,6752,1062,6716,1018,6741,1132,2,3,3,2,3,3,3,3,3,4,3
"51179010206","Census Tract 102.06, Stafford County, Virginia",5082,1071,5082,887,5144,923,5288,997,4961,922,5329,843,5328,915,5296,932,5271,998,5258,1001,5316,898,31,25,26,35,35,38,28,35,31,37,33
"51179010207","Census Tract 102.07, Stafford County, Virginia",6454,1012,6677,1295,7737,1556,7658,1493,7618,1882,7654,1498,8299,1666,8378,1829,8882,1857,9113,1944,9664,2207,20,22,22,28,27,22,20,21,26,19,22
"51179010210","Census Tract 102.10, Stafford County, Virginia",5966,1036,7092,984,7543,580,7281,587,7126,571,7453,534,7681,435,7377,517,7883,518,7717,483,9133,732,0,0,0,0,0,0,0,0,0,0,0
"51179010211","Census Tract 102.11, Stafford County, Virginia",0,0,3401,797,3416,961,3746,1044,4190,1021,4372,1086,4382,1004,4336,884,4180,895,4160,951,4287,1042,2,2,1,3,2,2,1,3,2,2,2
"51179010212","Census Tract 102.12, Stafford County, Virginia",0,0,5274,859,4686,791,4979,892,4800,806,4420,701,4540,637,4655,559,4444,606,4543,621,4618,664,6,6,6,6,6,7,6,6,6,7,6
"51179010213","Census Tract 102.13, Stafford County, Virginia",0,0,2780,366,2647,407,2669,417,2592,411,2550,418,2511,384,2628,376,2595,370,2634,343,2541,390,0,0,0,0,0,0,0,0,0,0,0
"51179010214","Census Tract 102.14, Stafford County, Virginia",0,0,3588,756,3868,811,3851,828,3857,701,4220,780,4040,793,3873,716,3979,794,3958,686,3734,637,0,0,0,0,0,0,0,0,0,0,0
"51179010301","Census Tract 103.01, Stafford County, Virginia",3225,586,3380,628,3729,642,3893,708,4151,806,4108,834,4164,738,4307,729,4199,648,4255,659,4459,710,0,0,0,0,0,0,0,0,0,0,0
"51179010303","Census Tract 103.03, Stafford County, Virginia",7272,1284,7680,1198,7850,1146,8094,1211,8692,1200,9401,1359,9911,1293,10513,1325,10927,1328,11349,1422,11625,1223,3,4,3,4,3,2,4,2,3,5,3
"51179010304","Census Tract 103.04, Stafford County, Virginia",0,0,5373,846,5235,785,5155,724,5386,951,5248,1022,5633,1036,5285,1115,5676,910,5832,834,5906,903,8,7,8,9,9,8,8,8,10,8,8
"51179010305","Census Tract 103.05, Stafford County, Virginia",0,0,5374,863,5181,837,5456,871,5759,790,6015,688,6202,778,6561,832,6455,838,6369,851,6356,684,0,0,0,0,0,0,0,0,0,0,0
"51179010403","Census Tract 104.03, Stafford County, Virginia",3281,605,2789,446,2878,451,2767,421,2899,448,2986,371,3150,492,3171,465,3227,491,3383,500,3944,767,0,0,0,0,0,0,0,0,0,0,0
"51179010404","Census Tract 104.04, Stafford County, Virginia",4733,790,5725,1105,6020,1141,6261,1222,6289,1315,6096,1627,6257,1469,6583,1628,6530,1597,6598,1710,6335,1745,1,1,1,1,1,1,1,1,1,1,1
"51179010405","Census Tract 104.05, Stafford County, Virginia",5132,809,5976,845,6387,986,6482,1069,6350,1122,6669,1299,6568,1425,6381,1332,6581,1649,6788,1392,6868,1419,1,1,1,1,1,1,1,1,1,1,1
"51179010406","Census Tract 104.06, Stafford County, Virginia",3762,225,3282,529,3217,529,3142,453,3086,557,3011,498,3014,549,2947,513,3150,472,3224,533,3186,546,13,16,15,19,22,14,15,11,16,8,16
"51179010502","Census Tract 105.02, Stafford County, Virginia",4058,670,4038,732,4218,842,4269,711,4381,741,4614,718,4504,661,4529,676,4309,657,4295,708,4354,846,3,3,3,3,3,3,3,3,3,3,3
"51179010503","Census Tract 105.03, Stafford County, Virginia",1989,177,2176,161,2227,181,2238,152,2265,142,2162,133,2146,141,2120,111,2140,120,2088,135,2153,134,0,0,0,0,0,0,0,0,0,0,0
"51179010504","Census Tract 105.04, Stafford County, Virginia",1824,169,1846,263,1680,204,1578,212,1584,175,1745,180,1586,207,1775,166,1796,180,1819,146,1771,129,0,0,0,0,0,0,0,0,0,0,0
"51181860100","Census Tract 8601, Surry County, Virginia",3604,626,3472,751,3397,708,3395,623,3302,554,3277,594,3256,623,3095,643,2937,710,2779,681,2933,531,6,5,6,5,5,6,5,6,6,6,5
"51181860200","Census Tract 8602, Surry County, Virginia",3422,765,3567,982,3629,925,3593,949,3620,1011,3608,899,3567,912,3636,915,3733,839,3821,856,3590,833,0,0,0,0,0,0,0,0,0,0,0
"51183870100","Census Tract 8701, Sussex County, Virginia",2916,813,3331,862,3170,851,2975,856,2504,627,2072,529,1802,487,1786,481,1942,552,2118,569,2454,645,2,3,2,2,2,2,2,2,2,2,2
"51183870201","Census Tract 8702.01, Sussex County, Virginia",0,0,2537,833,2648,841,3912,946,4638,595,4970,696,3593,633,3617,727,3299,784,3053,956,2883,396,0,0,0,0,0,0,0,0,0,0,0
"51183870202","Census Tract 8702.02, Sussex County, Virginia",0,0,894,147,1324,596,607,134,1032,359,1548,253,3038,345,2898,295,2768,326,2151,361,1010,162,1,1,2,3,2,2,2,2,3,3,3
"51183870300","Census Tract 8703, Sussex County, Virginia",3349,876,3424,890,3094,716,2826,658,2279,487,1988,447,2004,433,1973,505,2077,503,2508,593,3103,707,4,4,5,3,4,5,5,4,4,3,4
"51183870400","Census Tract 8704, Sussex County, Virginia",2109,475,1981,424,1911,456,1775,376,1554,331,1345,240,1427,288,1459,257,1509,303,1656,305,1927,366,4,4,4,4,4,4,4,4,5,4,4
"51185020100","Census Tract 201, Tazewell County, Virginia",0,0,3080,609,3081,556,3019,592,2868,475,3261,493,3186,470,3160,534,3150,443,3153,526,3081,567,0,0,0,0,0,0,0,0,0,0,0
"51185020200","Census Tract 202, Tazewell County, Virginia",0,0,4852,1317,5013,1343,4886,1297,4950,1374,4958,1434,5019,1564,4862,1509,4730,1465,4959,1345,4915,1361,5,5,5,5,5,5,5,5,5,4,5
"51185020300","Census Tract 203, Tazewell County, Virginia",0,0,6953,2115,6955,2160,7087,2284,7176,2447,6610,2321,6597,2179,6793,2260,6636,2351,6747,2620,6372,2391,2,1,1,1,1,1,1,1,1,2,1
"51185020400","Census Tract 204, Tazewell County, Virginia",0,0,4513,989,4554,1027,4457,1001,4193,891,3845,894,3979,831,4003,903,4112,980,3775,940,3908,1086,20,20,17,16,19,17,21,21,16,18,17
"51185020500","Census Tract 205, Tazewell County, Virginia",0,0,3433,665,3673,682,3532,650,3418,662,3179,603,2933,645,3038,575,2801,499,2907,522,3094,577,1,1,1,1,1,1,1,1,1,1,1
"51185020600","Census Tract 206, Tazewell County, Virginia",0,0,4346,779,4596,993,4442,908,4740,891,4614,963,4494,912,4369,833,4581,1021,4380,876,4502,1001,1,1,1,1,1,1,1,1,1,1,1
"51185020700","Census Tract 207, Tazewell County, Virginia",0,0,2731,601,2416,452,2718,485,2869,516,3123,569,3060,560,3254,560,3090,605,2991,601,2796,598,5,7,5,7,6,5,6,5,7,6,6
"51185020800","Census Tract 208, Tazewell County, Virginia",0,0,2662,644,2668,645,2516,593,2456,599,2372,458,2173,413,1995,328,2027,417,2088,411,2124,415,0,0,0,0,0,0,0,0,0,0,0
"51185020900","Census Tract 209, Tazewell County, Virginia",0,0,2212,522,2258,554,2466,503,2252,478,2216,451,2240,445,2158,420,1971,408,2083,445,2160,417,2,2,2,2,2,2,2,2,2,2,2
"51185021000","Census Tract 210, Tazewell County, Virginia",0,0,4089,951,3956,994,4044,949,3934,884,4186,938,4185,1024,3996,901,3736,863,3671,833,3677,928,25,22,22,20,21,22,19,23,21,24,22
"51185021100","Census Tract 211, Tazewell County, Virginia",0,0,5835,1370,5637,1299,5679,1257,5808,1524,5967,1593,6004,1719,5739,1550,5855,1569,5326,1409,4974,1229,48,52,43,50,52,44,48,36,50,49,50
"51187020100","Census Tract 201, Warren County, Virginia",6796,1286,7470,1208,7436,1236,7828,1426,7907,1469,8283,1450,8781,1534,8808,1452,8572,1712,8825,1620,9009,1610,1,1,1,1,1,1,1,1,1,1,1
"51187020200","Census Tract 202, Warren County, Virginia",2609,605,2644,719,2859,727,2968,706,2811,618,2906,591,2807,494,2782,529,2747,584,2752,550,2882,629,5,5,5,5,5,5,5,4,5,5,5
"51187020300","Census Tract 203, Warren County, Virginia",6388,1512,6349,1454,6847,1613,6929,1678,6902,1607,6822,1715,6719,1751,6734,1891,6832,1910,6703,1818,6769,1872,1,1,1,1,1,1,1,1,1,1,1
"51187020400","Census Tract 204, Warren County, Virginia",4900,1434,4559,1401,4519,1386,4362,1330,4396,1422,4340,1239,4334,1248,4365,1105,4716,1226,4944,1364,4984,1380,63,79,62,55,52,54,39,59,40,68,59
"51187020500","Census Tract 205, Warren County, Virginia",3645,1011,3682,1033,3648,1175,3813,1194,4065,1272,4243,1332,4312,1372,4249,1109,4272,1206,3854,1018,4271,1329,9,7,9,10,9,10,8,8,7,12,8
"51187020601","Census Tract 206.01, Warren County, Virginia",0,0,5655,1067,5505,927,5742,1132,5733,1300,5638,1009,5764,930,5868,888,5992,913,6504,1014,5862,835,0,0,0,0,0,0,0,0,0,0,0
"51187020602","Census Tract 206.02, Warren County, Virginia",0,0,2850,566,2739,604,2485,573,2662,678,2711,559,2793,537,2926,480,2846,536,2803,520,2550,466,0,0,0,0,0,0,0,0,0,0,0
"51187020700","Census Tract 207, Warren County, Virginia",3341,534,3835,813,3770,760,3440,623,3360,636,3199,620,2971,488,3075,565,3014,543,3064,519,3165,591,0,0,0,0,0,0,0,0,0,0,0
"51191010100","Census Tract 101, Washington County, Virginia",6316,748,6406,1018,6804,1083,6834,996,6730,1213,7117,1234,7153,1353,6730,1304,6506,1409,6208,1191,6023,1319,1,1,1,1,1,1,1,1,1,1,1
"51191010200","Census Tract 102, Washington County, Virginia",5208,1209,4847,908,5140,900,5419,1083,5667,1202,6025,1187,5892,1193,5597,1186,5330,999,5091,898,4697,923,0,0,0,0,0,0,0,0,0,0,0
"51191010300","Census Tract 103, Washington County, Virginia",6582,1316,6951,1441,6541,1497,6593,1397,6429,1351,6221,1236,6154,1329,6152,1369,5937,1284,6300,1760,6306,1654,1,1,1,1,1,1,1,1,1,1,1
"51191010401","Census Tract 104.01, Washington County, Virginia",0,0,1974,393,1989,379,2070,404,2075,460,2103,357,2102,343,2302,303,2317,375,2357,316,2666,393,1,1,1,1,1,1,1,1,1,1,1
"51191010402","Census Tract 104.02, Washington County, Virginia",0,0,3102,550,3298,568,3069,540,2959,481,3014,493,3187,402,2991,406,3059,396,3135,377,3064,382,3,3,3,3,3,3,3,3,3,3,3
"51191010501","Census Tract 105.01, Washington County, Virginia",0,0,3928,820,4218,866,4136,935,4072,887,3957,782,4060,839,3871,654,3961,764,4111,799,4145,859,34,39,34,34,35,36,35,34,33,37,35
"51191010502","Census Tract 105.02, Washington County, Virginia",0,0,3368,999,3283,866,3513,849,3521,761,3709,757,3891,784,4175,778,4018,819,4027,839,3926,862,2,2,2,2,2,2,2,2,2,2,2
"51191010601","Census Tract 106.01, Washington County, Virginia",0,0,4677,997,4540,896,4451,916,4413,864,4312,936,4134,929,3966,746,4023,882,3931,851,4041,855,61,85,81,75,58,80,80,73,86,84,70
"51191010602","Census Tract 106.02, Washington County, Virginia",0,0,3191,784,3020,587,3062,609,2835,470,2973,436,2892,459,3043,481,3110,521,3153,501,2818,411,6,6,6,6,6,6,6,6,6,6,6
"51191010700","Census Tract 107, Washington County, Virginia",4460,691,4819,1050,4768,936,4612,828,4775,955,4654,920,4599,734,4614,798,4849,804,4788,792,4793,826,2,2,2,2,2,2,2,2,2,2,2
"51191010800","Census Tract 108, Washington County, Virginia",2865,480,2898,473,2989,408,2950,390,3009,484,2928,439,2930,417,3270,683,3483,634,3394,714,3578,778,5,4,4,4,3,4,5,5,4,3,4
"51191010900","Census Tract 109, Washington County, Virginia",4412,802,4720,759,4532,883,4300,823,4463,928,4260,792,4189,868,4369,1014,4442,873,4533,963,4466,930,2,3,3,2,3,2,3,3,3,3,3
"51191011000","Census Tract 110, Washington County, Virginia",3734,312,3441,520,3506,486,3682,540,3856,608,3560,488,3576,558,3482,588,3422,521,3378,604,3548,574,0,0,0,0,0,0,0,0,0,0,0
"51193010100","Census Tract 101, Westmoreland County, Virginia",0,0,5033,2050,4914,2091,5007,1933,4975,2051,4758,1904,4828,1920,4514,1886,4739,2007,4729,1961,4561,1647,0,0,0,0,0,0,0,0,0,0,0
"51193010200","Census Tract 102, Westmoreland County, Virginia",0,0,3185,747,3643,877,3063,737,3561,705,3709,879,3778,892,3690,785,3632,707,3477,766,3430,773,4,4,5,6,5,3,6,5,5,5,5
"51193010300","Census Tract 103, Westmoreland County, Virginia",0,0,2997,572,2775,637,3381,655,3240,671,3257,609,3138,769,3542,698,3323,649,3483,647,3726,688,0,0,0,0,0,0,0,0,0,0,0
"51193010400","Census Tract 104, Westmoreland County, Virginia",0,0,6022,1582,6054,1604,6017,1861,5756,1709,5794,1618,5813,1570,5782,1575,5902,1501,5949,1608,6034,1624,4,5,5,5,5,5,4,5,5,7,5
"51195930700","Census Tract 9307, Wise County, Virginia",0,0,4450,812,4452,1049,4166,840,3939,750,3803,820,3576,702,3354,562,3519,687,3410,662,3318,721,0,0,0,0,0,0,0,0,0,0,0
"51195930800","Census Tract 9308, Wise County, Virginia",0,0,2112,505,2222,535,2147,451,2228,442,2224,446,2028,351,2147,348,2120,391,2094,452,2077,426,1,1,1,1,1,1,1,1,1,1,1
"51195930900","Census Tract 9309, Wise County, Virginia",0,0,4390,862,4216,768,4000,668,3890,669,3944,715,4065,701,4151,769,3910,641,3814,692,3762,774,5,5,4,5,5,5,4,5,5,5,5
"51195931000","Census Tract 9310, Wise County, Virginia",0,0,2474,622,2645,585,2877,564,3090,671,2946,642,2970,656,2630,583,2442,599,2368,568,2273,534,0,0,0,0,0,0,0,0,0,0,0
"51195931100","Census Tract 9311, Wise County, Virginia",0,0,2829,564,2904,605,3110,546,2891,462,2693,417,2838,458,2659,400,2572,455,2660,469,2712,512,2,2,2,2,2,2,2,2,2,2,2
"51195931200","Census Tract 9312, Wise County, Virginia",0,0,6482,1618,6468,2094,6619,1452,6643,1652,6621,1356,6786,1583,6426,1306,6608,1530,6765,1734,6840,1979,13,13,13,9,14,12,14,11,12,14,13
"51195931300","Census Tract 9313, Wise County, Virginia",0,0,4754,900,4177,878,3977,718,3782,719,3677,601,3667,660,3887,582,3749,557,3854,562,3722,664,3,3,3,3,3,3,3,3,3,3,3
"51195931400","Census Tract 9314, Wise County, Virginia",0,0,4396,1051,4497,895,4441,838,4743,827,4769,840,4822,719,5108,761,4974,738,4742,828,4870,814,7,6,7,7,7,7,8,7,7,7,7
"51195931500","Census Tract 9315, Wise County, Virginia",0,0,4591,1397,4874,1385,5210,1285,5258,1191,5294,1276,5085,1133,4906,1200,4884,1244,4586,1219,4338,1352,4,5,4,5,4,4,6,5,6,5,5
"51195931600","Census Tract 9316, Wise County, Virginia",0,0,3107,760,3130,707,2840,565,2721,587,2905,626,2684,568,2809,617,2773,677,2641,608,2450,576,0,0,0,0,0,0,0,0,0,0,0
"51195931700","Census Tract 9317, Wise County, Virginia",0,0,1911,418,1920,418,1974,412,1969,412,1996,405,2009,389,1997,386,1988,362,2091,385,2124,414,1,1,1,1,1,1,1,1,1,1,1
"51197050100","Census Tract 501, Wythe County, Virginia",0,0,5477,1696,5743,1847,5654,1579,5537,1706,5486,1688,5464,1644,5413,1566,5360,1684,5044,1602,5340,1694,2,2,2,2,2,2,2,2,2,2,2
"51197050200","Census Tract 502, Wythe County, Virginia",0,0,6229,1555,7012,1820,6928,1747,6554,1616,6733,1571,7052,1599,6982,1528,7072,1710,7087,1688,6748,1731,62,61,52,49,48,55,60,47,48,52,55
"51197050301","Census Tract 503.01, Wythe County, Virginia",0,0,4450,1089,4281,1050,4322,1185,4396,1119,4475,1099,4427,955,4477,966,4507,1015,4561,1003,4378,1064,11,11,11,10,9,11,12,12,13,11,11
"51197050302","Census Tract 503.02, Wythe County, Virginia",0,0,3427,934,3291,819,3164,663,3618,644,3688,645,3436,597,3400,611,3250,578,3109,519,3237,509,0,0,0,0,0,0,0,0,0,0,0
"51197050401","Census Tract 504.01, Wythe County, Virginia",0,0,3679,890,3619,1000,3938,886,3895,849,3565,757,3822,858,3719,661,3948,811,4044,840,4077,898,1,1,1,1,1,1,1,1,1,1,1
"51197050402","Census Tract 504.02, Wythe County, Virginia",0,0,5743,1572,5170,1405,5197,1570,5274,1323,5312,1564,4989,1421,5180,1524,4911,1395,5095,1409,5064,1633,3,3,2,3,3,2,3,4,3,3,3
"51199050203","Census Tract 502.03, York County, Virginia",5949,294,6730,1159,6794,1062,6520,978,6707,1172,6702,1075,6729,1171,6550,1196,6699,1244,7268,1615,7125,1464,1,1,1,1,1,1,1,1,1,1,1
"51199050204","Census Tract 502.04, York County, Virginia",5903,1175,5962,1601,5616,1460,5697,1550,5655,1605,5604,1553,6150,1618,6350,1704,6551,1803,6622,1535,6719,1791,3,3,3,3,3,3,3,3,3,3,3
"51199050205","Census Tract 502.05, York County, Virginia",4444,520,4888,852,4924,780,4819,725,4991,738,4668,702,4653,682,4738,763,4722,692,4607,727,4282,732,5,5,5,5,5,5,5,5,5,5,5
"51199050206","Census Tract 502.06, York County, Virginia",5861,368,6622,900,7109,1088,7016,993,6821,1015,7089,999,6551,948,6600,996,6501,998,6781,1114,6694,1241,2,2,2,2,2,2,2,2,2,2,2
"51199050303","Census Tract 503.03, York County, Virginia",5481,840,5298,993,5549,950,5505,1101,5471,931,5865,975,6024,1011,6191,1089,6363,1094,5855,1035,5884,1122,12,15,15,16,17,14,15,16,15,16,15
"51199050304","Census Tract 503.04, York County, Virginia",4782,673,4999,816,5148,860,5099,851,5386,888,5197,911,5584,1117,5132,1028,4966,958,4860,932,4717,871,0,1,1,1,1,1,1,1,1,1,1
"51199050305","Census Tract 503.05, York County, Virginia",0,0,3226,543,3348,562,2989,466,2983,503,2817,467,2989,431,2934,452,3206,489,3196,507,3354,567,2,2,2,2,2,2,2,2,2,2,2
"51199050306","Census Tract 503.06, York County, Virginia",0,0,4974,935,4678,752,4783,921,4701,979,4696,1047,4730,1084,4763,1001,4892,1056,4831,1071,4794,989,15,11,13,13,13,13,13,12,14,14,13
"51199050401","Census Tract 504.01, York County, Virginia",3427,512,3305,442,3581,557,3542,547,3436,631,3474,579,3384,520,3318,607,3219,521,3209,540,3371,519,13,15,14,13,13,13,12,15,13,13,13
"51199050402","Census Tract 504.02, York County, Virginia",3251,570,3488,750,3489,699,3644,725,3644,758,3517,659,3474,585,3423,622,3313,615,3560,579,3433,564,1,1,1,1,1,1,1,1,1,1,1
"51199050500","Census Tract 505, York County, Virginia",4706,2483,4408,2118,3115,833,3368,823,3586,957,3258,821,3309,778,3575,841,3568,1002,3734,1030,4270,1151,7,10,9,6,11,7,8,7,10,9,9
"51199050900","Census Tract 509, York County, Virginia",0,0,1680,373,2356,474,2220,487,2234,452,2370,495,2278,544,2352,566,2398,549,2253,487,2200,596,1,1,1,1,1,1,1,1,1,1,1
"51199051000","Census Tract 510, York County, Virginia",0,0,3334,773,3151,773,3578,762,3343,647,3320,793,3299,668,3672,725,3690,721,3869,665,4101,684,69,41,61,64,54,57,54,67,52,72,55
"51199051100","Census Tract 511, York County, Virginia",0,0,5932,1129,6431,1228,6723,1237,6804,1108,7231,1196,7317,1369,7321,1425,7108,1242,6942,1363,7038,1180,4,4,4,4,4,4,3,4,4,4,4
"51199990100","Census Tract 9901, York County, Virginia",0,0,0,127,0,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
"51510200102","Census Tract 2001.02, Alexandria city, Virginia",4535,789,4088,916,4128,953,4194,973,4524,1072,4163,915,4382,923,4358,1009,4428,856,4564,922,4822,1169,22,29,28,26,27,28,26,28,25,29,27
"51510200103","Census Tract 2001.03, Alexandria city, Virginia",7959,2468,7367,2305,7233,1985,7286,1941,7247,1986,7754,2227,8005,1985,8141,2102,8047,2282,8070,1997,7743,2049,3,3,3,3,3,3,3,1,2,2,3
"51510200104","Census Tract 2001.04, Alexandria city, Virginia",4151,1086,3565,876,3498,778,3860,739,3893,769,3742,809,3904,774,4086,766,4121,797,4303,876,3985,698,4,3,4,4,3,4,4,4,4,4,4
"51510200105","Census Tract 2001.05, Alexandria city, Virginia",4337,550,3918,861,4306,1006,4423,1049,4834,1023,4349,1007,4257,954,4153,971,4130,968,4369,1445,4482,1530,2,3,3,3,3,3,4,3,3,3,3
"51510200106","Census Tract 2001.06, Alexandria city, Virginia",0,0,2920,919,3186,826,3011,858,3102,889,3352,717,3542,760,3695,932,3574,843,3615,880,3619,1108,16,20,24,29,19,18,16,35,25,14,20
"51510200107","Census Tract 2001.07, Alexandria city, Virginia",0,0,5089,1113,5377,1106,5688,1179,5626,1075,6181,1089,6085,1275,6148,1235,6226,1289,6258,1324,6128,1230,5,4,5,5,5,5,5,5,5,5,5
"51510200201","Census Tract 2002.01, Alexandria city, Virginia",2984,1017,3126,1078,2989,868,3206,596,3268,634,3336,827,3485,809,3447,774,3427,762,3410,763,3355,673,121,95,117,73,69,99,105,93,79,104,95
"51510200202","Census Tract 2002.02, Alexandria city, Virginia",1812,319,1485,206,1643,299,1606,273,1645,256,1825,245,1724,223,1627,227,1590,228,1525,245,1570,238,42,48,53,49,42,45,47,46,47,45,47
"51510200301","Census Tract 2003.01, Alexandria city, Virginia",3089,383,2745,538,2795,515,2897,432,3056,598,3275,572,3510,622,3725,756,3833,799,3501,755,3285,654,1,1,1,1,1,1,1,2,1,1,1
"51510200302","Census Tract 2003.02, Alexandria city, Virginia",2726,735,4098,939,4468,1074,4572,1029,4670,1108,4981,1237,4878,1197,5051,1124,5229,1236,5078,1194,4968,1064,0,0,0,0,0,0,0,0,0,0,0
"51510200303","Census Tract 2003.03, Alexandria city, Virginia",5174,1278,4489,1322,4783,1341,4934,1328,4832,1329,4965,1386,5311,1431,5090,1302,5035,1216,4884,1487,4914,1562,11,11,11,8,10,9,10,8,11,8,10
"51510200403","Census Tract 2004.03, Alexandria city, Virginia",0,0,1331,214,1142,288,1235,248,1401,158,1258,198,1274,198,1401,156,1310,165,1429,194,1450,95,0,0,0,0,0,0,0,0,0,0,0
"51510200404","Census Tract 2004.04, Alexandria city, Virginia",0,0,3390,253,3569,338,3607,285,3865,324,3845,311,3689,312,3735,314,3809,280,3575,209,3529,245,0,0,0,0,0,0,0,0,0,0,0
"51510200405","Census Tract 2004.05, Alexandria city, Virginia",0,0,6658,2197,6517,2034,6656,2137,6617,2232,6795,2141,6857,2143,7237,2293,7305,2236,7617,2114,8512,2303,9,8,7,7,8,8,8,8,8,7,8
"51510200406","Census Tract 2004.06, Alexandria city, Virginia",0,0,4392,1139,4317,1195,4550,1254,4889,1374,5151,1295,5663,1600,5328,1422,5314,1397,5517,1413,5451,1419,5,5,6,5,6,4,7,9,7,4,6
"51510200407","Census Tract 2004.07, Alexandria city, Virginia",0,0,3932,404,4111,574,4488,788,4549,742,4291,726,3867,692,3800,765,4026,939,4105,918,3950,858,4,4,5,5,9,7,2,10,4,9,7
"51510200500","Census Tract 2005, Alexandria city, Virginia",4187,1012,4207,1007,4348,1029,4282,1037,4139,1150,4114,1109,3943,1184,3973,1220,4296,1448,4492,1220,4365,1118,0,0,0,0,0,0,0,0,0,0,0
"51510200600","Census Tract 2006, Alexandria city, Virginia",5573,2090,4607,1295,4938,1427,5099,1517,5092,1487,5025,1434,5214,1609,4903,1506,4811,1436,4864,1518,5162,1629,5,4,5,5,5,6,5,5,4,6,5
"51510200701","Census Tract 2007.01, Alexandria city, Virginia",0,0,746,105,824,112,804,86,708,98,781,70,767,82,731,74,766,86,775,66,757,77,1,1,1,1,1,1,1,1,1,1,1
"51510200702","Census Tract 2007.02, Alexandria city, Virginia",0,0,3013,325,3678,550,3839,608,4258,541,4548,513,4839,561,4704,495,4915,517,4731,501,5278,414,3,5,3,3,4,4,5,3,4,2,4
"51510200703","Census Tract 2007.03, Alexandria city, Virginia",0,0,2521,607,2747,720,2546,630,2864,655,2947,713,3033,645,3185,611,3393,701,3404,718,3447,698,2,2,2,1,2,3,2,2,2,2,2
