"GEOID","NAME","population_2009","population_margin_2009","population_2010","population_margin_2010","population_2011","population_margin_2011","population_2012","population_margin_2012","population_2013","population_margin_2013","population_2014","population_margin_2014","population_2015","population_margin_2015","population_2016","population_margin_2016","population_2017","population_margin_2017","population_2018","population_margin_2018","population_2019","population_margin_2019","doctors_2009","doctors_2010","doctors_2011","doctors_2012","doctors_2013","doctors_2014","doctors_2015","doctors_2016","doctors_2017","doctors_2018","doctors_2019"
"51059481000","Census Tract 4810, Fairfax County, Virginia",3644,556,4042,924,4737,893,5625,934,5652,862,6220,868,6327,1024,6321,838,6417,953,6725,1125,6403,1076,0,0,0,0,0,0,0,0,0,0,0
"51059481101","Census Tract 4811.01, Fairfax County, Virginia",0,0,1651,229,1942,201,2161,294,2082,253,2466,344,2485,284,2539,224,2569,197,2439,180,2597,252,2,2,2,2,2,3,2,2,1,2,2
"51059481102","Census Tract 4811.02, Fairfax County, Virginia",0,0,2553,650,2847,811,2893,659,3313,619,3342,498,3598,541,3483,411,3703,434,3658,425,3944,404,1,1,1,1,1,1,1,1,1,1,1
"51059481103","Census Tract 4811.03, Fairfax County, Virginia",0,0,3281,816,3225,749,3394,769,3597,677,3364,629,3378,504,3668,514,3562,550,3771,610,3628,523,0,0,0,0,0,0,0,0,0,0,0
"51059481104","Census Tract 4811.04, Fairfax County, Virginia",0,0,2559,795,2574,845,2450,814,2884,838,2738,687,2896,714,3041,657,3043,731,3014,721,3164,726,0,0,0,0,0,0,0,0,0,0,0
"51059481105","Census Tract 4811.05, Fairfax County, Virginia",0,0,5524,727,5459,957,5611,916,5269,1196,5429,1166,5365,1113,5251,757,5454,686,5442,697,5414,889,0,0,0,0,0,0,0,0,0,0,0
"51059481106","Census Tract 4811.06, Fairfax County, Virginia",0,0,5587,808,5450,1048,5513,955,5473,875,5556,927,5603,886,5517,757,5511,696,5413,651,5437,670,3,3,3,3,3,3,3,3,3,3,3
"51059481201","Census Tract 4812.01, Fairfax County, Virginia",0,0,1518,196,1287,105,1380,135,1324,96,1258,70,1240,73,1156,50,1127,58,1147,65,1154,67,1,1,1,1,1,1,1,1,1,1,1
"51059481202","Census Tract 4812.02, Fairfax County, Virginia",0,0,5861,1740,5605,1737,6043,1656,5925,1531,6683,1599,6467,1392,6612,1324,6478,1276,6351,1353,6088,1522,17,26,25,27,27,29,30,16,26,23,26
"51059481400","Census Tract 4814, Fairfax County, Virginia",6027,1046,5889,1142,5981,1147,5886,1151,5828,1086,6251,1377,6536,1341,6817,1225,6967,1450,7172,1245,7204,1393,0,0,0,0,0,0,0,0,0,0,0
"51059481500","Census Tract 4815, Fairfax County, Virginia",2146,132,2176,128,2281,111,2286,110,2317,114,2349,91,2289,89,2251,93,2262,88,2253,92,2252,106,1,1,1,1,1,1,1,1,1,1,1
"51059481600","Census Tract 4816, Fairfax County, Virginia",3652,400,3475,370,3318,364,3364,429,3465,441,3422,428,3455,506,3448,481,3246,424,3282,423,3414,439,1,1,1,1,1,1,1,1,1,1,1
"51059481701","Census Tract 4817.01, Fairfax County, Virginia",0,0,6230,812,6371,942,6191,945,5994,801,6142,754,6185,710,6287,675,6328,765,6256,737,6342,721,2,2,2,2,2,2,2,2,2,2,2
"51059481702","Census Tract 4817.02, Fairfax County, Virginia",0,0,3715,782,4078,795,4057,732,4297,920,4754,968,4824,1000,4842,1024,4919,1034,4816,897,4556,759,0,0,0,0,0,0,0,0,0,0,0
"51059481900","Census Tract 4819, Fairfax County, Virginia",4802,957,5342,1013,5176,936,5371,818,5226,906,5735,1093,5900,960,6149,1182,6285,1216,6285,1194,6224,1269,18,23,29,31,17,19,32,24,24,36,26
"51059482001","Census Tract 4820.01, Fairfax County, Virginia",0,0,4923,969,4778,952,4905,903,4908,804,4955,759,4998,537,4887,581,4801,558,4815,516,4671,487,0,0,0,0,0,0,0,0,0,0,0
"51059482002","Census Tract 4820.02, Fairfax County, Virginia",0,0,3322,514,3551,567,3600,528,3638,432,3592,428,3580,353,3373,431,3348,368,3275,334,3266,356,0,0,0,0,0,0,0,0,0,0,0
"51059482100","Census Tract 4821, Fairfax County, Virginia",2550,430,2668,466,3034,641,3386,646,3839,782,3742,587,3598,546,3743,656,3880,653,3602,562,3507,649,3,2,3,3,3,3,3,3,3,3,3
"51059482201","Census Tract 4822.01, Fairfax County, Virginia",0,0,2033,305,2603,656,2751,368,2525,285,2525,300,2622,314,2371,211,2295,245,2403,223,2534,312,1,1,1,1,1,1,1,1,1,1,1
"51059482202","Census Tract 4822.02, Fairfax County, Virginia",0,0,3086,860,3179,981,3132,846,3437,867,3215,722,3144,721,3258,628,3612,712,3769,845,4140,1003,28,26,28,25,30,28,24,25,24,28,27
"51059482203","Census Tract 4822.03, Fairfax County, Virginia",0,0,3484,929,3581,904,3855,965,3953,1081,3904,1138,3941,1056,4111,969,4397,1013,4306,1086,4431,1158,125,111,120,134,106,108,136,126,117,114,125
"51059482301","Census Tract 4823.01, Fairfax County, Virginia",0,0,4172,761,4374,761,4726,780,4864,1035,4695,790,4849,757,4621,712,4431,671,4821,682,4767,667,14,13,13,14,13,12,12,14,13,13,13
"51059482302","Census Tract 4823.02, Fairfax County, Virginia",0,0,4052,917,4667,1660,4563,788,4836,1142,4275,990,4393,711,4365,728,4568,899,4615,853,4787,868,0,0,0,0,0,0,0,0,0,0,0
"51059482303","Census Tract 4823.03, Fairfax County, Virginia",0,0,2994,640,3485,750,3532,922,3512,825,3433,842,3508,804,3737,698,3545,635,3489,559,3571,527,0,0,0,0,0,0,0,0,0,0,0
"51059482400","Census Tract 4824, Fairfax County, Virginia",2104,272,2136,308,2294,214,2439,139,2465,108,2384,116,2369,107,2292,101,2292,98,2292,93,2235,86,8,8,7,8,8,8,8,8,9,8,8
"51059482501","Census Tract 4825.01, Fairfax County, Virginia",0,0,5869,1968,6730,2043,7123,2298,8013,2295,8509,2648,8781,2825,9193,2787,9571,2747,10229,3425,10699,3224,25,25,30,29,37,48,39,39,55,45,36
"51059482502","Census Tract 4825.02, Fairfax County, Virginia",0,0,3127,347,3067,354,3106,423,3234,521,3290,568,3239,442,3242,384,3701,450,2941,351,2866,298,0,0,0,0,0,0,0,0,0,0,0
"51059482503","Census Tract 4825.03, Fairfax County, Virginia",0,0,4758,782,4882,1022,5048,1152,5045,1066,5147,945,5154,1004,4919,700,4935,695,4882,632,4858,560,4,4,4,4,4,4,4,4,4,4,4
"51059482504","Census Tract 4825.04, Fairfax County, Virginia",0,0,5544,676,5747,897,5579,995,5698,849,5668,883,5531,861,5282,643,5364,705,5191,674,5045,680,3,3,3,3,3,3,3,3,3,3,3
"51059482601","Census Tract 4826.01, Fairfax County, Virginia",0,0,6976,1337,7084,1509,7019,1036,7009,1173,7153,1286,7432,1324,7103,1145,7222,1288,7371,1187,7189,1048,1,1,1,1,1,1,1,1,1,1,1
"51059482602","Census Tract 4826.02, Fairfax County, Virginia",0,0,6714,1427,6775,1250,6738,1180,7069,1322,7138,1314,7114,1301,7305,1285,7500,1288,7548,1485,7404,1724,198,200,203,194,196,199,199,210,194,188,195
"51059490101","Census Tract 4901.01, Fairfax County, Virginia",0,0,5237,1038,5483,1080,5344,1039,5404,1237,5442,1133,5299,1046,5333,966,5614,1012,5543,916,5631,1041,6,6,6,7,6,6,6,6,6,6,6
"51059490103","Census Tract 4901.03, Fairfax County, Virginia",0,0,5356,1447,6051,1659,5872,1562,5735,1441,5811,1551,5875,1316,5973,1400,6047,1400,6355,1557,6631,1512,20,23,26,25,31,23,18,26,26,26,25
"51059490501","Census Tract 4905.01, Fairfax County, Virginia",0,0,3171,587,3333,1003,3133,856,3098,802,2897,781,2940,565,2976,496,3053,421,3231,526,3403,538,0,0,0,0,0,0,0,0,0,0,0
"51059490502","Census Tract 4905.02, Fairfax County, Virginia",0,0,6091,1087,6194,1216,6322,994,6384,1014,6296,974,6347,971,6212,1114,6390,1148,6495,1172,6679,1132,4,4,4,4,4,4,4,4,4,4,4
"51059491000","Census Tract 4910, Fairfax County, Virginia",2106,200,1921,137,1798,98,1855,112,1932,123,1960,138,2009,161,1961,167,1836,212,1815,232,1831,253,2,2,2,2,2,2,2,2,2,2,2
"51059491101","Census Tract 4911.01, Fairfax County, Virginia",0,0,3914,581,4062,554,4055,656,3987,597,3881,492,3792,456,3778,368,3811,335,3782,372,3777,403,1,1,1,1,1,1,1,1,1,1,1
"51059491102","Census Tract 4911.02, Fairfax County, Virginia",0,0,3676,861,3519,947,3547,919,3627,922,3602,954,3363,558,3290,432,3375,424,3338,421,3190,465,0,0,0,0,0,0,0,0,0,0,0
"51059491103","Census Tract 4911.03, Fairfax County, Virginia",0,0,6797,1999,6971,1936,7275,2464,7028,2130,6823,1938,6808,1769,6302,1851,6293,1639,6313,1721,6210,1540,3,3,3,3,3,3,2,3,3,3,3
"51059491201","Census Tract 4912.01, Fairfax County, Virginia",0,0,5919,1437,5615,1303,6042,1287,5590,1221,5766,1163,5900,1384,6090,1457,6398,1336,6549,1498,6229,1374,11,12,9,6,5,5,9,6,9,5,9
"51059491202","Census Tract 4912.02, Fairfax County, Virginia",0,0,1439,233,1490,247,1520,295,1698,285,1674,236,1604,202,1613,174,1626,135,1633,205,1842,210,4,4,4,4,4,4,4,4,4,4,4
"51059491301","Census Tract 4913.01, Fairfax County, Virginia",0,0,6980,1647,6395,1544,6483,1598,6648,1595,6787,1716,6780,1465,7319,1794,7327,1736,7511,1701,7472,1927,3,3,3,4,3,2,3,2,3,4,3
"51059491302","Census Tract 4913.02, Fairfax County, Virginia",0,0,3704,815,3644,856,3597,780,3729,721,3746,846,3870,855,3552,533,3565,517,3551,468,3411,500,0,0,0,0,0,0,0,0,0,0,0
"51059491303","Census Tract 4913.03, Fairfax County, Virginia",0,0,3814,1278,4154,1208,4364,1158,4821,1255,4728,1415,4473,858,4536,691,4578,877,4554,728,4465,777,1,1,1,1,1,1,0,1,1,1,1
"51059491401","Census Tract 4914.01, Fairfax County, Virginia",0,0,4529,1183,4726,1698,4807,1713,4550,1647,4994,1705,5116,1612,4858,1009,5059,1161,5027,1127,4692,1159,41,50,55,53,50,53,52,56,45,44,49
"51059491402","Census Tract 4914.02, Fairfax County, Virginia",0,0,4229,662,4008,727,4055,757,4401,727,4525,759,4782,884,4822,967,4837,945,4803,850,4671,875,0,0,0,0,0,0,0,0,0,0,0
"51059491403","Census Tract 4914.03, Fairfax County, Virginia",0,0,4005,487,4125,560,4373,666,4233,665,4144,647,4015,595,3721,419,3776,466,3847,486,3764,488,0,0,0,0,0,0,0,0,0,0,0
"51059491404","Census Tract 4914.04, Fairfax County, Virginia",0,0,3967,734,3840,749,3895,730,3701,588,3982,637,3824,548,3927,450,3965,523,3920,501,3846,485,0,0,0,0,0,0,0,0,0,0,0
"51059491405","Census Tract 4914.05, Fairfax County, Virginia",0,0,3111,232,3070,270,2960,223,3053,258,2926,260,2879,245,2792,104,2898,156,2867,139,2825,129,0,0,0,0,0,0,0,0,0,0,0
"51059491501","Census Tract 4915.01, Fairfax County, Virginia",0,0,6346,1168,6693,1382,6383,1137,7047,1641,7012,1596,7437,1676,7426,1470,7324,1474,7292,1351,7381,1348,0,0,0,0,0,0,0,0,0,0,0
"51059491502","Census Tract 4915.02, Fairfax County, Virginia",0,0,7138,908,6938,963,6840,1019,6642,995,6609,1018,6509,1073,6747,1005,6827,1179,7095,1278,6944,1083,2,2,2,2,2,2,2,2,2,2,2
"51059491601","Census Tract 4916.01, Fairfax County, Virginia",0,0,4840,1470,4628,1291,5123,1295,5179,1240,4844,1082,4622,1181,5164,1298,5157,1175,5162,1099,4931,1215,1,1,1,1,1,1,1,1,1,1,1
"51059491602","Census Tract 4916.02, Fairfax County, Virginia",0,0,5513,1036,5574,885,5817,915,5793,913,5847,915,5956,1002,5716,1075,6012,1017,5856,981,5619,895,1,1,1,1,1,1,1,1,1,1,1
"51059491701","Census Tract 4917.01, Fairfax County, Virginia",0,0,3119,722,3296,767,3360,822,3557,756,3670,848,3720,858,4088,809,4080,857,4098,861,4049,780,4,2,3,3,3,3,4,2,3,3,3
"51059491702","Census Tract 4917.02, Fairfax County, Virginia",0,0,6564,1935,6940,2604,7232,2611,7681,2616,7760,2418,8115,3005,7581,1939,7740,2126,7538,2175,7211,2287,39,46,40,44,44,39,42,35,47,43,45
"51059491703","Census Tract 4917.03, Fairfax County, Virginia",0,0,4300,935,4517,1119,4634,1228,4705,1232,4581,1140,4869,1663,4753,1366,4706,1064,4701,985,4971,1040,3,3,4,2,3,3,3,3,2,3,3
"51059491704","Census Tract 4917.04, Fairfax County, Virginia",0,0,4008,877,4031,912,4399,958,4814,1186,5109,1104,5286,1275,5395,1255,5183,1128,4851,1247,4937,1192,1,1,1,1,1,1,1,1,1,1,1
"51059491705","Census Tract 4917.05, Fairfax County, Virginia",0,0,3699,233,3598,266,3339,231,3410,202,3342,212,3352,203,3378,147,3450,146,3457,158,3338,161,1,1,1,1,1,1,1,1,1,1,1
"51059491801","Census Tract 4918.01, Fairfax County, Virginia",0,0,2447,768,2368,644,2392,657,2141,455,2142,408,2352,572,2532,436,2493,435,2539,437,2557,440,1,1,1,1,1,1,1,1,1,1,1
"51059491802","Census Tract 4918.02, Fairfax County, Virginia",0,0,2554,613,2542,648,2589,667,2850,697,2839,521,2924,517,2889,525,2905,427,3022,456,2987,394,0,0,0,0,0,0,0,0,0,0,0
"51059491803","Census Tract 4918.03, Fairfax County, Virginia",0,0,6492,1179,6583,1221,6640,1347,6444,1300,6528,1352,6494,1276,6804,1419,6946,1342,6934,1466,7154,1366,10,10,10,12,10,11,12,13,11,12,11
"51059492000","Census Tract 4920, Fairfax County, Virginia",6674,976,6550,1086,6696,1226,6346,1105,6194,1126,5965,882,5996,947,6181,870,6609,1036,6660,1056,6620,1032,2,2,2,2,2,2,2,2,2,2,2
"51059492100","Census Tract 4921, Fairfax County, Virginia",4905,1421,6619,1357,7066,1480,6764,1297,6653,1192,6601,1175,6517,1169,6419,1138,6506,1141,6192,1163,6165,1151,6,5,6,6,5,6,6,5,6,5,6
"51059492201","Census Tract 4922.01, Fairfax County, Virginia",0,0,2577,422,2807,695,2832,489,2999,514,2928,514,2882,459,2872,393,2868,378,3023,327,3033,340,1,1,1,1,1,1,1,1,1,1,1
"51059492202","Census Tract 4922.02, Fairfax County, Virginia",0,0,6783,1094,6530,1120,6739,1128,6769,1238,6987,1028,6848,1102,6540,983,6561,1106,6576,1119,6475,1133,4,4,4,4,4,4,5,4,4,4,4
"51059492203","Census Tract 4922.03, Fairfax County, Virginia",0,0,4031,721,4036,755,4227,808,4119,952,4240,924,4151,837,4140,839,4232,816,4035,595,4099,694,4,4,4,3,4,4,3,5,4,4,4
"51059492300","Census Tract 4923, Fairfax County, Virginia",3595,559,3452,612,3354,563,3348,616,3139,510,3340,595,3242,493,3380,519,3304,456,3436,509,3292,417,0,0,0,0,0,0,0,0,0,0,0
"51059492400","Census Tract 4924, Fairfax County, Virginia",4472,259,4786,673,4922,861,4916,1022,4580,828,4476,730,4639,848,4459,683,4646,709,4628,652,4776,729,1,1,1,1,1,1,1,1,1,1,1
"51059492500","Census Tract 4925, Fairfax County, Virginia",0,0,4268,608,4343,630,4338,536,4330,532,4289,451,4226,453,4164,433,4188,440,4080,485,3855,397,0,0,0,0,0,0,0,0,0,0,0
"51059980100","Census Tract 9801, Fairfax County, Virginia",0,0,0,127,0,95,0,12,0,12,0,12,0,12,0,12,0,12,5,6,5,6,2,2,3,2,2,3,2,1,2,6,2
"51059980200","Census Tract 9802, Fairfax County, Virginia",0,0,0,127,0,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
"51059980300","Census Tract 9803, Fairfax County, Virginia",0,0,0,127,0,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
"51061930100","Census Tract 9301, Fauquier County, Virginia",0,0,5737,1646,5559,1519,4947,1329,4955,1335,4980,1304,5303,1431,5435,1596,5802,1632,5785,1656,5367,1663,9,8,6,6,4,5,6,2,5,8,6
"51061930203","Census Tract 9302.03, Fauquier County, Virginia",0,0,2450,574,2666,507,2691,524,2559,501,2669,584,2633,519,2606,491,2561,377,2655,422,2767,509,0,0,0,0,0,0,0,0,0,0,0
"51061930204","Census Tract 9302.04, Fauquier County, Virginia",0,0,4021,808,3901,873,3830,779,3667,688,3418,651,3358,784,3311,630,3376,574,3278,495,3388,447,0,0,0,0,0,0,0,0,0,0,0
"51061930205","Census Tract 9302.05, Fauquier County, Virginia",0,0,1656,380,1642,655,1737,593,1778,630,1713,394,1828,421,1916,350,1828,335,1872,301,1834,371,0,0,0,0,0,0,0,0,0,0,0
"51061930206","Census Tract 9302.06, Fauquier County, Virginia",0,0,2442,588,2582,644,2337,553,2277,516,2306,472,2212,415,2175,291,2265,346,2350,457,2400,462,0,0,0,0,0,0,0,0,0,0,0
"51061930207","Census Tract 9302.07, Fauquier County, Virginia",0,0,1999,292,1841,239,1845,282,1802,249,1879,256,1619,207,1855,168,1836,143,1709,132,1803,177,0,0,0,0,0,0,0,0,0,0,0
"51061930302","Census Tract 9303.02, Fauquier County, Virginia",0,0,7291,1520,7140,1537,7216,1300,7455,1379,7358,1360,7562,1381,7743,1482,7954,1754,8097,2131,8007,1854,51,58,53,61,48,57,54,61,56,60,55
"51061930303","Census Tract 9303.03, Fauquier County, Virginia",0,0,3813,550,3871,509,3657,535,3437,510,3455,551,3520,563,3509,507,3658,533,3678,558,3681,475,8,11,8,10,10,11,9,6,11,9,9
"51061930304","Census Tract 9303.04, Fauquier County, Virginia",0,0,2183,290,2095,386,2323,317,2384,326,2557,283,2621,204,2566,176,2472,167,2403,161,2263,156,0,0,0,0,0,0,0,0,0,0,0
"51061930401","Census Tract 9304.01, Fauquier County, Virginia",0,0,3936,705,4228,692,4622,647,4767,601,5149,564,5546,544,5626,666,5803,785,6167,680,6652,758,0,0,0,0,0,0,0,0,0,0,0
"51061930402","Census Tract 9304.02, Fauquier County, Virginia",0,0,5612,905,5948,1095,5613,1054,5739,1045,5894,968,5904,969,5597,815,5856,920,6099,842,6074,776,0,0,0,0,0,0,0,0,0,0,0
"51061930403","Census Tract 9304.03, Fauquier County, Virginia",0,0,6205,835,6170,911,6453,858,6387,733,6646,781,6627,785,6976,898,6881,843,7130,972,7448,989,22,19,21,22,19,21,22,20,22,20,21
"51061930703","Census Tract 9307.03, Fauquier County, Virginia",0,0,2673,612,2819,500,2888,550,2965,504,2848,482,2831,476,2749,457,2531,456,2537,414,2557,421,0,0,0,0,0,0,0,0,0,0,0
"51061930704","Census Tract 9307.04, Fauquier County, Virginia",0,0,3775,654,3789,580,3898,613,4042,629,4124,670,4064,710,4110,669,3810,661,3400,554,3425,522,0,0,0,0,0,0,0,0,0,0,0
"51061930705","Census Tract 9307.05, Fauquier County, Virginia",0,0,3067,343,3092,352,3347,334,3519,268,3444,289,3674,324,3656,269,3705,315,4049,424,3832,363,7,6,6,7,6,6,6,6,6,5,6
"51061930706","Census Tract 9307.06, Fauquier County, Virginia",0,0,5487,1544,5519,1425,6135,1671,6255,1730,6117,1568,5882,1283,5962,1113,5852,1136,5824,1258,5822,1162,0,0,0,0,0,0,0,0,0,0,0
"51061930707","Census Tract 9307.07, Fauquier County, Virginia",0,0,2199,209,2146,171,1956,178,2027,175,2169,206,2279,224,2233,239,2216,210,2082,247,2408,253,0,0,0,0,0,0,0,0,0,0,0
"51063920101","Census Tract 9201.01, Floyd County, Virginia",0,0,6138,1264,6574,1473,6453,1502,6067,1311,6231,1349,6471,1359,6092,1473,6180,1362,6356,1482,6278,1441,9,7,8,8,9,7,8,8,8,7,8
"51063920102","Census Tract 9201.02, Floyd County, Virginia",0,0,3617,559,3405,723,3484,755,3662,769,3707,726,3824,667,3880,543,3855,569,3984,628,4173,649,9,10,10,10,9,10,9,11,8,10,10
"51063920200","Census Tract 9202, Floyd County, Virginia",0,0,5275,1252,5177,1357,5331,1227,5642,1490,5514,1397,5228,1182,5615,1247,5559,1201,5326,1197,5253,1130,1,1,1,1,1,1,1,1,1,1,1
"51065020101","Census Tract 201.01, Fluvanna County, Virginia",0,0,4994,962,5374,1316,5768,1193,6042,1215,6280,1243,6436,1218,6411,1104,6060,969,5932,912,6181,997,6,6,6,6,6,6,7,5,6,6,6
"51065020102","Census Tract 201.02, Fluvanna County, Virginia",0,0,10136,1527,9870,1440,9704,1643,9218,1707,9270,1596,9287,1502,9358,1460,9410,1478,9878,1455,10278,1755,10,12,10,10,10,10,10,11,10,10,10
"51065020200","Census Tract 202, Fluvanna County, Virginia",5289,1157,5157,1208,5189,1209,4954,1233,5313,1405,5517,1308,5447,1293,5492,1587,5659,1672,5353,1476,4863,1341,4,4,4,4,4,5,4,4,4,3,4
"51065020300","Census Tract 203, Fluvanna County, Virginia",4926,1045,5021,911,5166,993,5323,917,5287,1035,4878,907,4844,868,4785,874,4980,833,5119,1098,5272,1077,0,0,0,0,0,0,0,0,0,0,0
"51067020101","Census Tract 201.01, Franklin County, Virginia",0,0,4318,887,4588,922,4561,899,4717,883,5041,1134,5123,1043,5049,1235,5244,1111,5026,993,5027,1088,2,2,2,2,2,2,2,2,2,2,2
"51067020102","Census Tract 201.02, Franklin County, Virginia",0,0,2459,664,2662,733,2716,716,2621,651,2557,512,2688,505,2693,514,2797,501,2691,521,2750,511,0,0,0,0,0,0,0,0,0,0,0
"51067020200","Census Tract 202, Franklin County, Virginia",4063,806,4744,1013,4658,977,5064,970,5138,1059,5547,1244,5556,1295,5914,1301,5661,1148,5721,1225,5258,1151,2,2,2,2,2,2,2,2,2,1,2
"51067020300","Census Tract 203, Franklin County, Virginia",5086,754,5934,809,6417,1082,6323,1066,6601,1041,6932,1069,6538,1025,6504,1052,6275,997,6314,1139,6153,1024,8,10,10,12,10,5,9,7,8,10,9
"51067020400","Census Tract 204, Franklin County, Virginia",5308,996,5608,1006,5528,1264,5462,1094,5401,1080,5360,999,5404,1063,5420,1123,5537,1162,5973,1385,6396,1536,6,6,6,6,6,6,6,6,6,6,6
"51067020500","Census Tract 205, Franklin County, Virginia",7782,1543,8602,1646,8281,1624,8560,1633,8174,1656,8023,1406,7753,1530,7982,1638,7756,1425,7962,1578,7963,1782,1,1,1,1,1,1,1,1,1,1,1
"51067020600","Census Tract 206, Franklin County, Virginia",3434,867,3858,908,3938,882,3989,894,4058,886,3729,708,3886,733,3976,752,3907,703,3633,650,3797,775,4,4,4,4,4,4,4,3,4,4,4
"51067020700","Census Tract 207, Franklin County, Virginia",5743,1693,5714,1435,5630,1428,5608,1231,5336,1215,5303,1202,5109,1218,5061,1392,5024,1370,5403,1430,5389,1589,0,0,0,0,0,0,0,0,0,0,0
"51067020800","Census Tract 208, Franklin County, Virginia",6447,1631,6329,1588,6509,1748,6326,1778,6483,1763,6549,1811,6708,1881,6517,1785,6822,1883,6650,1808,6452,1761,30,34,29,31,35,32,32,27,30,32,32
"51067020900","Census Tract 209, Franklin County, Virginia",6820,1412,7372,1834,7410,2001,7403,1827,7666,2168,7319,1900,7550,1959,7114,1775,7254,1733,6860,1610,7002,1872,0,0,0,0,0,0,0,0,0,0,0
"51069050100","Census Tract 501, Frederick County, Virginia",3630,780,3670,744,3509,713,3631,859,4007,928,4229,1024,4292,984,4561,1058,4923,1041,5397,1179,5818,1239,0,0,0,0,0,0,0,0,0,0,0
"51069050200","Census Tract 502, Frederick County, Virginia",3608,653,4043,669,3988,708,3928,680,3908,571,3927,702,3980,666,4012,645,4128,746,4084,801,4184,715,1,1,1,1,1,1,1,1,1,1,1
"51069050300","Census Tract 503, Frederick County, Virginia",5486,1088,5884,1147,6375,1300,6294,1168,6719,1291,6217,1147,6357,1181,6062,1135,6052,1124,5835,1064,5850,1014,0,0,0,0,0,0,0,0,0,0,0
"51069050400","Census Tract 504, Frederick County, Virginia",5461,1486,5785,1310,6355,1430,6587,1521,6417,1566,6551,1487,6463,1460,6470,1601,6379,1510,6498,1484,6449,1614,0,0,0,0,0,0,0,0,0,0,0
"51069050500","Census Tract 505, Frederick County, Virginia",4739,1173,4908,1126,4920,1051,4881,1025,4898,1109,5084,1209,5232,1129,5623,1365,5313,1173,5324,1340,5454,1549,1,1,1,1,1,1,1,1,1,1,1
"51069050600","Census Tract 506, Frederick County, Virginia",4110,748,3853,685,4160,736,4109,636,4288,694,4497,661,4538,565,4681,575,4791,619,4743,606,4749,696,1,1,1,1,1,1,1,1,1,1,1
"51069050700","Census Tract 507, Frederick County, Virginia",2379,357,2605,355,2673,327,2611,385,2742,413,2985,403,2982,453,3134,495,3192,491,3081,454,2965,536,0,0,0,0,0,0,0,0,0,0,0
"51069050801","Census Tract 508.01, Frederick County, Virginia",0,0,3872,869,3793,850,4076,813,4125,741,4035,738,4062,721,4350,586,4611,662,4844,687,5153,670,4,4,4,4,3,4,4,3,4,4,4
"51069050802","Census Tract 508.02, Frederick County, Virginia",0,0,7391,1714,7413,1627,7421,1529,7053,1503,7521,1728,7253,1787,7044,1397,7224,1579,7629,1729,8015,1806,11,6,10,7,8,7,9,8,8,5,9
"51069050803","Census Tract 508.03, Frederick County, Virginia",0,0,6053,995,6583,1366,6602,1333,6654,1469,6445,1544,7179,1483,7246,1383,7469,1317,7808,1404,7855,1329,0,0,0,0,0,0,0,0,0,0,0
"51069050900","Census Tract 509, Frederick County, Virginia",3777,541,4002,731,3778,597,4319,635,4124,690,4165,751,4308,694,4577,708,4678,768,5028,678,5106,722,10,10,10,10,11,10,10,10,11,10,10
"51069051000","Census Tract 510, Frederick County, Virginia",9387,1716,10054,1906,10012,1979,9658,1986,10074,2111,10247,2238,10196,1991,10226,2213,10237,2275,9951,2290,9726,2277,0,0,0,0,0,0,0,0,0,0,0
"51069051101","Census Tract 511.01, Frederick County, Virginia",0,0,7032,1270,7197,1226,7461,1299,7457,1317,7432,1260,7829,1440,7479,1337,7485,1286,7790,1391,7736,1497,1,1,1,1,1,1,1,1,1,1,1
"51069051102","Census Tract 511.02, Frederick County, Virginia",0,0,6683,1964,6521,1490,6819,1527,6987,1329,7042,1562,6669,1341,6856,1518,7302,1409,7141,1451,7355,1531,13,15,14,13,16,13,15,13,15,13,14
"51071930100","Census Tract 9301, Giles County, Virginia",0,0,2362,646,2285,535,2201,466,2234,404,2173,390,2131,374,1916,299,2108,335,2014,329,2039,315,0,0,0,0,0,0,0,0,0,0,0
"51071930200","Census Tract 9302, Giles County, Virginia",0,0,3807,743,3873,711,3754,740,3806,757,3690,614,3526,630,3489,702,3690,673,3549,673,3562,661,3,2,2,2,3,2,2,2,2,2,2
"51071930300","Census Tract 9303, Giles County, Virginia",0,0,5412,1411,5338,1248,5150,1198,4992,1291,5441,1337,5491,1500,5781,1557,5899,1637,6266,1745,6130,1634,24,25,28,30,25,24,25,26,23,25,26
"51071930400","Census Tract 9304, Giles County, Virginia",0,0,5624,1260,5701,1430,6044,1502,6079,1399,5721,1294,5759,1384,5685,1205,5170,1019,4985,930,5041,992,3,3,3,3,4,3,3,3,3,3,3
"51073100100","Census Tract 1001, Gloucester County, Virginia",7408,1094,7061,1288,7032,1243,7221,1223,7288,1235,7518,1370,7828,1536,7538,1346,7515,1458,7564,1566,7339,1417,1,1,1,1,1,1,1,1,1,1,1
"51073100201","Census Tract 1002.01, Gloucester County, Virginia",0,0,5512,966,5506,1051,5648,1066,5611,1202,5528,1211,5512,1031,5602,1081,5398,1100,5658,1241,5685,1269,1,1,1,1,1,1,1,1,1,1,1
"51073100202","Census Tract 1002.02, Gloucester County, Virginia",0,0,3366,742,3305,688,3470,725,3507,643,3629,503,3683,611,3671,549,3714,567,3605,610,3509,732,8,10,10,10,10,12,8,11,10,10,10
